epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202105,2021-02-03,318,BA,Juazeiro,2918407,city,8914,4085.95447,43,149,0,0.0167,218162,False,False
202105,2021-02-02,317,BA,Juazeiro,2918407,city,8871,4066.24435,19,149,1,0.0168,218162,False,False
202105,2021-02-01,316,BA,Juazeiro,2918407,city,8852,4057.53523,5,148,1,0.0167,218162,False,False
202105,2021-01-31,315,BA,Juazeiro,2918407,city,8847,4055.24335,39,147,1,0.0166,218162,False,False
202104,2021-01-30,314,BA,Juazeiro,2918407,city,8808,4037.36673,48,146,1,0.0166,218162,False,False
202104,2021-01-29,313,BA,Juazeiro,2918407,city,8760,4015.36473,62,145,1,0.0166,218162,False,False
202104,2021-01-28,312,BA,Juazeiro,2918407,city,8698,3986.94548,50,144,1,0.0166,218162,False,False
202104,2021-01-27,311,BA,Juazeiro,2918407,city,8648,3964.02673,70,143,0,0.0165,218162,False,False
202104,2021-01-26,310,BA,Juazeiro,2918407,city,8578,3931.94048,17,143,1,0.0167,218162,False,False
202104,2021-01-25,309,BA,Juazeiro,2918407,city,8561,3924.14811,13,142,1,0.0166,218162,False,False
202104,2021-01-24,308,BA,Juazeiro,2918407,city,8548,3918.18924,36,141,0,0.0165,218162,False,False
202103,2021-01-23,307,BA,Juazeiro,2918407,city,8512,3901.68774,46,141,0,0.0166,218162,False,False
202103,2021-01-22,306,BA,Juazeiro,2918407,city,8466,3880.60249,41,141,0,0.0167,218162,False,False
202103,2021-01-21,305,BA,Juazeiro,2918407,city,8425,3861.80911,26,141,0,0.0167,218162,False,False
202103,2021-01-20,304,BA,Juazeiro,2918407,city,8399,3849.89137,39,141,0,0.0168,218162,False,False
202103,2021-01-19,303,BA,Juazeiro,2918407,city,8360,3832.01474,19,141,0,0.0169,218162,False,False
202103,2021-01-18,302,BA,Juazeiro,2918407,city,8341,3823.30562,36,141,3,0.0169,218162,False,False
202103,2021-01-17,301,BA,Juazeiro,2918407,city,8305,3806.80412,28,138,0,0.0166,218162,False,False
202102,2021-01-16,300,BA,Juazeiro,2918407,city,8277,3793.96962,63,138,1,0.0167,218162,False,False
202102,2021-01-15,299,BA,Juazeiro,2918407,city,8214,3765.092,22,137,0,0.0167,218162,False,False
202102,2021-01-14,298,BA,Juazeiro,2918407,city,8192,3755.00775,18,137,0,0.0167,218162,False,False
202102,2021-01-13,297,BA,Juazeiro,2918407,city,8174,3746.757,49,137,0,0.0168,218162,False,False
202102,2021-01-12,296,BA,Juazeiro,2918407,city,8125,3724.29662,16,137,0,0.0169,218162,False,False
202102,2021-01-11,295,BA,Juazeiro,2918407,city,8109,3716.96262,31,137,0,0.0169,218162,False,False
202102,2021-01-10,294,BA,Juazeiro,2918407,city,8078,3702.753,9,137,0,0.017,218162,False,False
202101,2021-01-09,293,BA,Juazeiro,2918407,city,8069,3698.62763,32,137,0,0.017,218162,False,False
202101,2021-01-08,292,BA,Juazeiro,2918407,city,8037,3683.95963,27,137,0,0.017,218162,False,False
202101,2021-01-07,291,BA,Juazeiro,2918407,city,8010,3671.5835,33,137,1,0.0171,218162,False,False
202101,2021-01-06,290,BA,Juazeiro,2918407,city,7977,3656.45713,32,136,0,0.017,218162,False,False
202101,2021-01-05,289,BA,Juazeiro,2918407,city,7945,3641.78913,11,136,2,0.0171,218162,False,False
202101,2021-01-04,288,BA,Juazeiro,2918407,city,7934,3636.747,16,134,0,0.0169,218162,False,False
202101,2021-01-03,287,BA,Juazeiro,2918407,city,7918,3629.41301,3,134,0,0.0169,218162,False,False
202053,2021-01-02,286,BA,Juazeiro,2918407,city,7915,3628.03788,4,134,0,0.0169,218162,False,False
202053,2021-01-01,285,BA,Juazeiro,2918407,city,7911,3626.20438,18,134,0,0.0169,218162,False,False
202053,2020-12-31,284,BA,Juazeiro,2918407,city,7893,3617.95363,24,134,0,0.017,218162,False,False
202053,2020-12-30,283,BA,Juazeiro,2918407,city,7869,3606.95263,21,134,0,0.017,218162,False,False
202053,2020-12-29,282,BA,Juazeiro,2918407,city,7848,3597.32676,10,134,0,0.0171,218162,False,False
202053,2020-12-28,281,BA,Juazeiro,2918407,city,7838,3592.74301,6,134,3,0.0171,218162,False,False
202053,2020-12-27,280,BA,Juazeiro,2918407,city,7832,3589.99276,3,131,0,0.0167,218162,False,False
202052,2020-12-26,279,BA,Juazeiro,2918407,city,7829,3588.61763,16,131,0,0.0167,218162,False,False
202052,2020-12-25,278,BA,Juazeiro,2918407,city,7813,3581.28363,21,131,0,0.0168,218162,False,False
202052,2020-12-24,277,BA,Juazeiro,2918407,city,7792,3571.65776,40,131,0,0.0168,218162,False,False
202052,2020-12-23,276,BA,Juazeiro,2918407,city,7752,3553.32276,18,131,0,0.0169,218162,False,False
202052,2020-12-22,275,BA,Juazeiro,2918407,city,7734,3545.07201,13,131,0,0.0169,218162,False,False
202052,2020-12-21,274,BA,Juazeiro,2918407,city,7721,3539.11314,6,131,0,0.017,218162,False,False
202052,2020-12-20,273,BA,Juazeiro,2918407,city,7715,3536.36289,46,131,0,0.017,218162,False,False
202051,2020-12-19,272,BA,Juazeiro,2918407,city,7669,3515.27764,38,131,1,0.0171,218162,False,False
202051,2020-12-18,271,BA,Juazeiro,2918407,city,7631,3497.85939,47,130,0,0.017,218162,False,False
